category,price,date
Campus Collection,1,2020-12-09T15:27:21.000Z
Apparel,55,2020-12-09T15:34:26.000Z
Drinkware,10,2020-12-09T15:34:26.000Z
Apparel,44,2020-12-09T15:34:26.000Z
Shop by Brand,30,2020-12-09T16:22:18.000Z
Office,3,2020-12-09T16:23:28.000Z
Office,5,2020-12-09T16:23:28.000Z
Office,16,2020-12-09T16:23:28.000Z
Shop by Brand,1,2020-12-09T16:23:28.000Z
Google,3,2020-12-09T16:25:48.000Z
Office,5,2020-12-09T16:25:48.000Z
Accessories,4,2020-12-09T16:25:48.000Z
Accessories,2,2020-12-09T16:25:48.000Z
Drinkware,10,2020-12-09T16:55:25.000Z
Apparel,14,2020-12-09T16:55:25.000Z
Apparel,16,2020-12-09T17:10:13.000Z
Apparel,46,2020-12-09T17:10:52.000Z
Campus Collection,7,2020-12-09T17:19:02.000Z
Shop by Brand,1,2020-12-09T17:19:02.000Z
Campus Collection,7,2020-12-09T17:19:02.000Z
Campus Collection,1,2020-12-09T17:19:02.000Z
Campus Collection,7,2020-12-09T17:19:02.000Z
New,6,2020-12-09T17:19:02.000Z
Office,10,2020-12-09T17:21:59.000Z
Drinkware,10,2020-12-09T17:21:59.000Z
New,12,2020-12-09T17:21:59.000Z
Apparel,44,2020-12-09T17:21:59.000Z
Office,3,2020-12-09T17:21:59.000Z
New,10,2020-12-09T17:21:59.000Z
Apparel,44,2020-12-09T17:21:59.000Z
New,16,2020-12-09T17:36:24.000Z
New,16,2020-12-09T17:36:24.000Z
New,24,2020-12-09T17:43:34.000Z
Apparel,44,2020-12-09T17:43:34.000Z
Drinkware,10,2020-12-09T17:43:34.000Z
Apparel,96,2020-12-09T17:43:34.000Z
Apparel,10,2020-12-09T17:43:38.000Z
Apparel,14,2020-12-09T17:43:38.000Z
Apparel,14,2020-12-09T17:43:38.000Z
Apparel,24,2020-12-09T17:43:38.000Z
Google,6,2020-12-09T17:48:59.000Z
Shop by Brand,10,2020-12-09T17:48:59.000Z
Office,5,2020-12-09T17:48:59.000Z
Apparel,44,2020-12-09T17:59:05.000Z
New,16,2020-12-09T17:59:05.000Z
New,12,2020-12-09T17:59:05.000Z
Google,7,2020-12-09T17:59:05.000Z
Accessories,4,2020-12-09T18:07:35.000Z
Apparel,13,2020-12-09T18:07:35.000Z
Apparel,19,2020-12-09T18:07:35.000Z
Clearance,32,2020-12-09T18:07:35.000Z
Office,3,2020-12-09T18:07:35.000Z
New,12,2020-12-09T18:23:24.000Z
Accessories,8,2020-12-09T18:23:24.000Z
Accessories,16,2020-12-09T18:23:24.000Z
Apparel,13,2020-12-09T18:23:24.000Z
Writing Instruments,2,2020-12-09T18:23:24.000Z
Office,3,2020-12-09T18:23:24.000Z
Bags,6,2020-12-09T18:23:24.000Z
Apparel,16,2020-12-09T18:23:24.000Z
Apparel,44,2020-12-09T18:23:24.000Z
Office,1,2020-12-09T18:23:24.000Z
Clearance,1,2020-12-09T18:23:24.000Z
Small Goods,3,2020-12-09T18:25:40.000Z
Lifestyle,22,2020-12-09T18:25:40.000Z
Drinkware,14,2020-12-09T18:25:40.000Z
Campus Collection,7,2020-12-09T18:38:35.000Z
Drinkware,12,2020-12-09T18:38:35.000Z
Apparel,29,2020-12-09T18:38:35.000Z
Lifestyle,16,2020-12-09T18:38:35.000Z
Office,3,2020-12-09T18:38:35.000Z
Apparel,13,2020-12-09T18:38:35.000Z
Campus Collection,6,2020-12-09T18:38:35.000Z
New,12,2020-12-09T18:38:35.000Z
Apparel,14,2020-12-09T18:38:35.000Z
New,16,2020-12-09T18:38:35.000Z
Small Goods,10,2020-12-09T18:51:31.000Z
Drinkware,18,2020-12-09T18:55:43.000Z
Drinkware,10,2020-12-09T18:55:43.000Z
Shop by Brand,10,2020-12-09T18:57:46.000Z
Bags,30,2020-12-09T18:57:46.000Z
Apparel,32,2020-12-09T19:01:33.000Z
Accessories,6,2020-12-09T19:11:11.000Z
Accessories,24,2020-12-09T19:11:11.000Z
Apparel,45,2020-12-09T19:11:11.000Z
New,15,2020-12-09T19:19:29.000Z
New,17,2020-12-09T19:19:29.000Z
Apparel,44,2020-12-09T19:31:25.000Z
New,6,2020-12-09T19:35:57.000Z
Campus Collection,1,2020-12-09T19:35:57.000Z
Campus Collection,3,2020-12-09T19:35:57.000Z
Accessories,6,2020-12-09T19:35:57.000Z
Google,3,2020-12-09T19:35:57.000Z
Stationery,1,2020-12-09T19:35:57.000Z
New,8,2020-12-09T19:35:57.000Z
Clearance,14,2020-12-09T19:46:46.000Z
Clearance,32,2020-12-09T19:46:46.000Z
Apparel,24,2020-12-09T19:49:12.000Z
Apparel,24,2020-12-09T19:49:12.000Z
Google,3,2020-12-09T19:50:35.000Z
Stationery,1,2020-12-09T19:50:35.000Z
Accessories,16,2020-12-09T19:50:35.000Z
Apparel,13,2020-12-09T19:53:22.000Z
Apparel,115,2020-12-09T20:17:22.000Z
New,48,2020-12-09T20:17:22.000Z
Apparel,30,2020-12-09T20:17:22.000Z
Office,2,2020-12-09T20:26:39.000Z
New,2,2020-12-09T20:26:39.000Z
New,2,2020-12-09T20:26:39.000Z
New,7,2020-12-09T20:26:39.000Z
Drinkware,10,2020-12-09T20:26:39.000Z
New,12,2020-12-09T20:26:39.000Z
Uncategorized Items,3,2020-12-09T20:29:29.000Z
Uncategorized Items,4,2020-12-09T20:29:29.000Z
Apparel,26,2020-12-09T20:51:37.000Z
Drinkware,12,2020-12-09T20:51:37.000Z
Apparel,26,2020-12-09T20:51:37.000Z
Apparel,26,2020-12-09T20:51:37.000Z
Apparel,26,2020-12-09T20:51:37.000Z
Shop by Brand,25,2020-12-09T21:10:48.000Z
Drinkware,14,2020-12-09T21:10:48.000Z
Campus Collection,7,2020-12-09T21:11:46.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Campus Collection,7,2020-12-09T21:35:38.000Z
Drinkware,14,2020-12-09T21:51:25.000Z
Office,5,2020-12-09T21:51:25.000Z
Apparel,44,2020-12-09T22:03:08.000Z
Uncategorized Items,44,2020-12-09T22:03:08.000Z
Apparel,19,2020-12-09T22:03:08.000Z
Bags,16,2020-12-09T22:03:08.000Z
Apparel,13,2020-12-09T22:03:08.000Z
Apparel,30,2020-12-09T22:03:08.000Z
Uncategorized Items,9,2020-12-09T22:03:08.000Z
Drinkware,18,2020-12-09T22:03:08.000Z
New,12,2020-12-09T22:13:21.000Z
Google,7,2020-12-09T22:13:21.000Z
Apparel,13,2020-12-09T22:13:21.000Z
Accessories,16,2020-12-09T22:13:49.000Z
Office,16,2020-12-09T22:13:49.000Z
Office,15,2020-12-09T22:16:11.000Z
New,12,2020-12-09T22:16:11.000Z
Apparel,12,2020-12-09T22:31:16.000Z
Apparel,22,2020-12-09T22:46:40.000Z
New,48,2020-12-09T22:48:47.000Z
Stationery,1,2020-12-09T22:48:47.000Z
Stationery,1,2020-12-09T22:48:47.000Z
Office,2,2020-12-09T22:48:47.000Z
Clearance,12,2020-12-09T22:48:47.000Z
Lifestyle,32,2020-12-09T22:48:47.000Z
New,28,2020-12-09T22:48:47.000Z
Lifestyle,22,2020-12-09T22:48:47.000Z
Stationery,2,2020-12-09T22:48:47.000Z
Eco-Friendly,19,2020-12-09T22:48:47.000Z
Stationery,1,2020-12-09T22:48:47.000Z
Drinkware,10,2020-12-09T22:50:08.000Z
Campus Collection,7,2020-12-09T22:50:08.000Z
Lifestyle,22,2020-12-09T22:51:47.000Z
Drinkware,24,2020-12-09T22:51:47.000Z
Shop by Brand,10,2020-12-09T22:51:47.000Z
Accessories,11,2020-12-09T22:51:47.000Z
Drinkware,10,2020-12-09T22:51:47.000Z
Office,3,2020-12-09T22:51:47.000Z
New,12,2020-12-09T22:51:47.000Z
Apparel,14,2020-12-09T22:51:47.000Z
Drinkware,12,2020-12-09T22:51:47.000Z
Shop by Brand,30,2020-12-09T22:51:47.000Z
Drinkware,14,2020-12-09T22:51:47.000Z
Apparel,71,2020-12-09T23:01:07.000Z
Drinkware,14,2020-12-09T23:01:07.000Z
Apparel,30,2020-12-09T23:01:07.000Z
Google,6,2020-12-09T23:01:07.000Z
Clearance,6,2020-12-10T00:07:08.000Z
Office,5,2020-12-10T00:07:08.000Z
New,24,2020-12-10T00:07:08.000Z
Clearance,3,2020-12-10T00:17:31.000Z
Office,5,2020-12-10T00:17:31.000Z
Accessories,3,2020-12-10T00:17:31.000Z
Accessories,3,2020-12-10T00:17:31.000Z
Drinkware,18,2020-12-10T00:17:31.000Z
Clearance,12,2020-12-10T00:17:31.000Z
Bags,30,2020-12-10T00:19:46.000Z
Drinkware,10,2020-12-10T00:19:46.000Z
Drinkware,10,2020-12-10T00:23:39.000Z
Bags,30,2020-12-10T00:23:39.000Z
Bags,30,2020-12-10T00:26:49.000Z
Drinkware,10,2020-12-10T00:26:49.000Z
Drinkware,10,2020-12-10T00:29:25.000Z
Bags,30,2020-12-10T00:29:25.000Z
Bags,30,2020-12-10T00:31:55.000Z
Drinkware,10,2020-12-10T00:31:55.000Z
Shop by Brand,44,2020-12-10T00:53:00.000Z
Apparel,48,2020-12-10T00:53:00.000Z
Lifestyle,13,2020-12-10T01:10:26.000Z
Accessories,16,2020-12-10T01:10:26.000Z
Apparel,14,2020-12-10T01:14:30.000Z
Clearance,32,2020-12-10T01:20:06.000Z
Accessories,24,2020-12-10T01:30:57.000Z
Accessories,28,2020-12-10T01:30:57.000Z
Accessories,16,2020-12-10T01:30:57.000Z
Drinkware,4,2020-12-10T01:30:57.000Z
Small Goods,3,2020-12-10T01:30:57.000Z
New,12,2020-12-10T01:30:57.000Z
Campus Collection,6,2020-12-10T01:45:47.000Z
Accessories,6,2020-12-10T01:45:47.000Z
Apparel,13,2020-12-10T01:45:47.000Z
Office,3,2020-12-10T01:45:47.000Z
Campus Collection,8,2020-12-10T01:45:47.000Z
Accessories,4,2020-12-10T01:45:47.000Z
Apparel,79,2020-12-10T01:50:39.000Z
Shop by Brand,2,2020-12-10T02:07:53.000Z
Apparel,12,2020-12-10T02:07:53.000Z
Apparel,44,2020-12-10T02:17:50.000Z
New,15,2020-12-10T02:36:38.000Z
New,16,2020-12-10T02:36:38.000Z
New,16,2020-12-10T02:36:38.000Z
Apparel,24,2020-12-10T02:36:38.000Z
Apparel,13,2020-12-10T02:36:38.000Z
Drinkware,10,2020-12-10T02:36:38.000Z
Lifestyle,22,2020-12-10T02:36:38.000Z
New,12,2020-12-10T02:36:38.000Z
Office,3,2020-12-10T02:36:38.000Z
Apparel,15,2020-12-10T02:53:56.000Z
Office,3,2020-12-10T02:53:56.000Z
Bags,70,2020-12-10T02:53:56.000Z
Google,3,2020-12-10T02:53:56.000Z
Clearance,14,2020-12-10T03:21:04.000Z
Apparel,44,2020-12-10T03:21:04.000Z
Apparel,24,2020-12-10T03:21:04.000Z
Campus Collection,7,2020-12-10T03:21:04.000Z
Apparel,22,2020-12-10T03:21:04.000Z
Drinkware,14,2020-12-10T04:03:26.000Z
Apparel,23,2020-12-10T04:03:26.000Z
Shop by Brand,25,2020-12-10T04:03:26.000Z
Drinkware,18,2020-12-10T04:03:26.000Z
Apparel,18,2020-12-10T04:03:26.000Z
Apparel,14,2020-12-10T04:03:26.000Z
Office,16,2020-12-10T04:06:53.000Z
Office,3,2020-12-10T04:06:53.000Z
Writing Instruments,14,2020-12-10T04:06:53.000Z
Bags,16,2020-12-10T04:17:29.000Z
Apparel,20,2020-12-10T04:26:31.000Z
Office,2,2020-12-10T04:51:09.000Z
Office,3,2020-12-10T04:51:09.000Z
Bags,10,2020-12-10T04:51:09.000Z
Accessories,4,2020-12-10T04:51:09.000Z
Campus Collection,7,2020-12-10T04:51:09.000Z
Office,3,2020-12-10T04:51:09.000Z
Campus Collection,7,2020-12-10T04:51:09.000Z
Office,6,2020-12-10T04:51:09.000Z
Apparel,63,2020-12-10T05:05:34.000Z
Apparel,24,2020-12-10T05:05:34.000Z
Apparel,16,2020-12-10T05:05:34.000Z
New,12,2020-12-10T05:05:34.000Z
Apparel,48,2020-12-10T05:05:34.000Z
Apparel,25,2020-12-10T05:10:36.000Z
Office,3,2020-12-10T05:10:36.000Z
Apparel,45,2020-12-10T05:10:36.000Z
Lifestyle,13,2020-12-10T05:10:36.000Z
Office,5,2020-12-10T05:10:36.000Z
Apparel,13,2020-12-10T05:18:25.000Z
Apparel,18,2020-12-10T05:23:00.000Z
New,6,2020-12-10T05:23:00.000Z
Shop by Brand,30,2020-12-10T05:42:39.000Z
Apparel,44,2020-12-10T05:53:05.000Z
Apparel,92,2020-12-10T05:53:05.000Z
Drinkware,18,2020-12-10T05:53:25.000Z
Lifestyle,22,2020-12-10T05:53:25.000Z
Apparel,46,2020-12-10T06:26:09.000Z
Apparel,49,2020-12-10T06:26:09.000Z
Apparel,22,2020-12-10T06:28:09.000Z
Apparel,10,2020-12-10T06:28:09.000Z
Stationery,6,2020-12-10T06:30:33.000Z
Drinkware,10,2020-12-10T06:41:50.000Z
Campus Collection,32,2020-12-10T06:41:50.000Z
Apparel,14,2020-12-10T06:41:50.000Z
Campus Collection,7,2020-12-10T06:53:44.000Z
Campus Collection,7,2020-12-10T06:53:44.000Z
New,4,2020-12-10T06:53:44.000Z
New,3,2020-12-10T06:53:44.000Z
Small Goods,10,2020-12-10T06:53:44.000Z
Clearance,14,2020-12-10T06:53:44.000Z
Bags,61,2020-12-10T07:26:01.000Z
Accessories,8,2020-12-10T07:26:01.000Z
Apparel,24,2020-12-10T07:28:53.000Z
Shop by Brand,37,2020-12-10T07:30:26.000Z
Accessories,2,2020-12-10T07:30:26.000Z
Bags,6,2020-12-10T07:30:26.000Z
New,12,2020-12-10T07:34:17.000Z
Apparel,63,2020-12-10T07:34:17.000Z
New,48,2020-12-10T07:34:17.000Z
Apparel,45,2020-12-10T07:34:17.000Z
Apparel,44,2020-12-10T07:40:50.000Z
Office,3,2020-12-10T07:46:10.000Z
Office,5,2020-12-10T07:46:10.000Z
Drinkware,24,2020-12-10T07:46:10.000Z
Drinkware,10,2020-12-10T07:46:10.000Z
Accessories,6,2020-12-10T07:53:33.000Z
Accessories,40,2020-12-10T07:53:33.000Z
Office,3,2020-12-10T08:08:01.000Z
Apparel,13,2020-12-10T08:08:01.000Z
Drinkware,24,2020-12-10T08:08:01.000Z
Apparel,35,2020-12-10T08:11:34.000Z
Lifestyle,13,2020-12-10T08:25:21.000Z
Apparel,22,2020-12-10T08:25:21.000Z
Lifestyle,16,2020-12-10T08:28:29.000Z
Accessories,16,2020-12-10T08:28:29.000Z
Apparel,14,2020-12-10T08:38:55.000Z
Apparel,71,2020-12-10T09:05:06.000Z
Drinkware,10,2020-12-10T09:06:11.000Z
Drinkware,24,2020-12-10T09:06:11.000Z
Apparel,44,2020-12-10T09:06:11.000Z
Lifestyle,13,2020-12-10T09:28:48.000Z
Apparel,45,2020-12-10T09:52:47.000Z
Gift Cards,25,2020-12-10T09:57:26.000Z
Apparel,14,2020-12-10T10:25:37.000Z
Bags,70,2020-12-10T10:25:37.000Z
New,15,2020-12-10T10:27:11.000Z
New,12,2020-12-10T10:27:11.000Z
Apparel,18,2020-12-10T10:27:13.000Z
Apparel,18,2020-12-10T10:27:13.000Z
Apparel,115,2020-12-10T10:27:13.000Z
Apparel,10,2020-12-10T10:31:42.000Z
Shop by Brand,30,2020-12-10T10:34:31.000Z
Apparel,10,2020-12-10T10:34:31.000Z
Stationery,1,2020-12-10T10:38:40.000Z
Uncategorized Items,3,2020-12-10T10:38:40.000Z
Apparel,22,2020-12-10T10:38:40.000Z
Uncategorized Items,4,2020-12-10T10:38:40.000Z
Uncategorized Items,3,2020-12-10T10:38:40.000Z
Apparel,14,2020-12-10T10:43:10.000Z
Stationery,1,2020-12-10T10:43:10.000Z
New,1,2020-12-10T10:52:29.000Z
Drinkware,10,2020-12-10T10:52:29.000Z
New,7,2020-12-10T10:52:29.000Z
Shop by Brand,3,2020-12-10T10:52:29.000Z
Accessories,10,2020-12-10T11:08:02.000Z
Apparel,44,2020-12-10T11:28:52.000Z
Apparel,24,2020-12-10T11:28:52.000Z
Apparel,24,2020-12-10T11:28:52.000Z
Apparel,30,2020-12-10T11:28:52.000Z
Apparel,24,2020-12-10T11:28:52.000Z
Apparel,44,2020-12-10T11:28:52.000Z
Apparel,44,2020-12-10T11:28:52.000Z
Apparel,24,2020-12-10T11:28:52.000Z
Apparel,24,2020-12-10T11:28:52.000Z
Drinkware,24,2020-12-10T11:32:59.000Z
Bags,9,2020-12-10T11:32:59.000Z
Apparel,14,2020-12-10T11:39:57.000Z
Drinkware,24,2020-12-10T11:39:57.000Z
Campus Collection,7,2020-12-10T11:45:41.000Z
Office,2,2020-12-10T11:45:41.000Z
Shop by Brand,44,2020-12-10T11:45:41.000Z
Accessories,2,2020-12-10T11:45:41.000Z
Small Goods,4,2020-12-10T11:45:41.000Z
Writing Instruments,2,2020-12-10T11:45:41.000Z
Writing Instruments,2,2020-12-10T11:45:41.000Z
Campus Collection,7,2020-12-10T11:45:41.000Z
Campus Collection,7,2020-12-10T11:45:41.000Z
Campus Collection,7,2020-12-10T11:45:41.000Z
New,8,2020-12-10T11:45:41.000Z
Writing Instruments,2,2020-12-10T11:45:41.000Z
Small Goods,10,2020-12-10T11:45:41.000Z
Apparel,24,2020-12-10T11:45:41.000Z
New,15,2020-12-10T11:45:42.000Z
Apparel,35,2020-12-10T11:45:42.000Z
Electronics Accessories,10,2020-12-10T11:45:42.000Z
Small Goods,16,2020-12-10T11:45:42.000Z
Gift Cards,25,2020-12-10T11:46:53.000Z
Apparel,63,2020-12-10T11:54:23.000Z
Campus Collection,14,2020-12-10T11:54:23.000Z
Bags,6,2020-12-10T11:54:23.000Z
Apparel,35,2020-12-10T11:54:23.000Z
Stationery,1,2020-12-10T11:54:23.000Z
Apparel,24,2020-12-10T11:54:23.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Gift Cards,25,2020-12-10T11:59:07.000Z
Lifestyle,16,2020-12-10T12:05:40.000Z
Accessories,4,2020-12-10T12:05:40.000Z
Office,3,2020-12-10T12:05:40.000Z
New,6,2020-12-10T12:14:50.000Z
Apparel,48,2020-12-10T12:28:54.000Z
Apparel,23,2020-12-10T12:28:54.000Z
Apparel,23,2020-12-10T12:28:54.000Z
Bags,9,2020-12-10T12:52:10.000Z
Drinkware,14,2020-12-10T12:52:10.000Z
New,28,2020-12-10T12:52:10.000Z
Office,2,2020-12-10T12:52:10.000Z
Uncategorized Items,44,2020-12-10T12:59:48.000Z
Apparel,24,2020-12-10T12:59:48.000Z
New,7,2020-12-10T13:13:48.000Z
Office,16,2020-12-10T13:13:48.000Z
Office,11,2020-12-10T13:13:48.000Z
Accessories,4,2020-12-10T13:13:48.000Z
Apparel,13,2020-12-10T13:13:48.000Z
Apparel,13,2020-12-10T13:13:48.000Z
New,12,2020-12-10T13:13:48.000Z
New,12,2020-12-10T13:32:28.000Z
Shop by Brand,37,2020-12-10T13:32:28.000Z
Apparel,44,2020-12-10T13:47:19.000Z
Campus Collection,3,2020-12-10T14:14:59.000Z
New,6,2020-12-10T14:14:59.000Z
Campus Collection,3,2020-12-10T14:14:59.000Z
Campus Collection,3,2020-12-10T14:14:59.000Z
Campus Collection,3,2020-12-10T14:14:59.000Z
Apparel,13,2020-12-10T14:14:59.000Z
New,3,2020-12-10T14:14:59.000Z
Campus Collection,3,2020-12-10T14:14:59.000Z
Accessories,28,2020-12-10T14:19:13.000Z
Bags,96,2020-12-10T14:19:13.000Z
Shop by Brand,30,2020-12-10T14:19:13.000Z
Accessories,8,2020-12-10T14:19:13.000Z
Shop by Brand,37,2020-12-10T14:19:13.000Z
Accessories,28,2020-12-10T14:19:13.000Z
Apparel,44,2020-12-10T14:20:07.000Z
Apparel,63,2020-12-10T14:39:04.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Gift Cards,25,2020-12-10T14:39:59.000Z
Office,3,2020-12-10T14:46:16.000Z
Bags,6,2020-12-10T14:46:16.000Z
Office,5,2020-12-10T14:46:16.000Z
Drinkware,4,2020-12-10T14:46:16.000Z
Accessories,3,2020-12-10T14:46:16.000Z
Writing Instruments,2,2020-12-10T14:57:00.000Z
Lifestyle,18,2020-12-10T14:57:00.000Z
New,24,2020-12-10T15:18:38.000Z
Shop by Brand,30,2020-12-10T15:20:44.000Z
New,24,2020-12-10T15:20:44.000Z
New,16,2020-12-10T15:20:44.000Z
Apparel,92,2020-12-10T15:20:44.000Z
New,28,2020-12-10T15:20:44.000Z
New,16,2020-12-10T15:21:16.000Z
Uncategorized Items,3,2020-12-10T15:21:16.000Z
Apparel,24,2020-12-10T15:21:16.000Z
Apparel,22,2020-12-10T15:21:16.000Z
Uncategorized Items,4,2020-12-10T15:21:16.000Z
Uncategorized Items,3,2020-12-10T15:21:16.000Z
Apparel,10,2020-12-10T15:21:16.000Z
Apparel,30,2020-12-10T15:26:31.000Z
Apparel,23,2020-12-10T15:26:31.000Z
Apparel,29,2020-12-10T15:26:31.000Z
New,16,2020-12-10T15:26:31.000Z
Writing Instruments,2,2020-12-10T15:47:28.000Z
Clearance,14,2020-12-10T15:47:28.000Z
Campus Collection,1,2020-12-10T15:47:28.000Z
Clearance,14,2020-12-10T15:47:28.000Z
Campus Collection,7,2020-12-10T15:47:28.000Z
Office,2,2020-12-10T15:47:28.000Z
Apparel,24,2020-12-10T15:47:28.000Z
Lifestyle,16,2020-12-10T15:47:28.000Z
Office,1,2020-12-10T15:47:28.000Z
Writing Instruments,2,2020-12-10T15:47:28.000Z
Campus Collection,7,2020-12-10T15:47:28.000Z
Writing Instruments,2,2020-12-10T15:47:28.000Z
Stationery,2,2020-12-10T15:47:28.000Z
Shop by Brand,3,2020-12-10T15:47:28.000Z
Stationery,1,2020-12-10T15:47:28.000Z
New,8,2020-12-10T15:47:28.000Z
Accessories,3,2020-12-10T15:47:28.000Z
Campus Collection,6,2020-12-10T16:12:05.000Z
Apparel,14,2020-12-10T16:12:05.000Z
Campus Collection,32,2020-12-10T16:20:25.000Z
Apparel,46,2020-12-10T16:29:53.000Z
Apparel,14,2020-12-10T16:42:05.000Z
Apparel,14,2020-12-10T16:57:47.000Z
Campus Collection,1,2020-12-10T16:57:47.000Z
Apparel,44,2020-12-10T16:57:57.000Z
Apparel,14,2020-12-10T16:57:57.000Z
Accessories,40,2020-12-10T16:58:13.000Z
Apparel,18,2020-12-10T17:33:35.000Z
Apparel,14,2020-12-10T17:33:35.000Z
Apparel,38,2020-12-10T17:33:35.000Z
Stationery,1,2020-12-10T17:42:42.000Z
New,16,2020-12-10T17:42:42.000Z
New,8,2020-12-10T17:42:42.000Z
Uncategorized Items,60,2020-12-10T17:42:42.000Z
Office,16,2020-12-10T17:42:42.000Z
Drinkware,24,2020-12-10T17:42:42.000Z
Google,7,2020-12-10T17:42:42.000Z
Apparel,44,2020-12-10T17:42:42.000Z
New,12,2020-12-10T17:49:53.000Z
Apparel,13,2020-12-10T17:49:53.000Z
Apparel,14,2020-12-10T17:49:53.000Z
New,16,2020-12-10T17:49:53.000Z
Uncategorized Items,3,2020-12-10T17:58:13.000Z
Accessories,4,2020-12-10T17:58:13.000Z
Accessories,11,2020-12-10T17:58:13.000Z
Shop by Brand,44,2020-12-10T17:58:25.000Z
Apparel,14,2020-12-10T17:58:25.000Z
Apparel,14,2020-12-10T17:59:27.000Z
Shop by Brand,44,2020-12-10T17:59:27.000Z
Drinkware,18,2020-12-10T18:03:20.000Z
Drinkware,18,2020-12-10T18:11:57.000Z
Drinkware,18,2020-12-10T18:14:23.000Z
Campus Collection,32,2020-12-10T18:39:29.000Z
Apparel,60,2020-12-10T18:44:09.000Z
New,12,2020-12-10T18:44:09.000Z
Apparel,14,2020-12-10T18:50:45.000Z
Drinkware,10,2020-12-10T18:50:45.000Z
Accessories,16,2020-12-10T18:52:04.000Z
Accessories,28,2020-12-10T18:52:04.000Z
Apparel,14,2020-12-10T18:52:04.000Z
Office,11,2020-12-10T18:52:04.000Z
Drinkware,10,2020-12-10T18:52:04.000Z
Apparel,45,2020-12-10T18:52:04.000Z
Apparel,14,2020-12-10T18:52:04.000Z
Lifestyle,16,2020-12-10T19:08:26.000Z
Campus Collection,7,2020-12-10T19:08:26.000Z
Apparel,115,2020-12-10T19:38:58.000Z
Lifestyle,18,2020-12-10T19:52:34.000Z
New,8,2020-12-10T19:52:34.000Z
Office,5,2020-12-10T19:52:34.000Z
New,3,2020-12-10T19:52:34.000Z
New,12,2020-12-10T20:21:42.000Z
Apparel,63,2020-12-10T20:23:05.000Z
Apparel,16,2020-12-10T20:47:13.000Z
Shop by Brand,25,2020-12-10T21:12:25.000Z
Stationery,1,2020-12-10T21:12:25.000Z
New,48,2020-12-10T21:18:52.000Z
Accessories,2,2020-12-10T21:18:52.000Z
Accessories,16,2020-12-10T21:20:32.000Z
Apparel,14,2020-12-10T21:20:32.000Z
Shop by Brand,44,2020-12-10T21:20:32.000Z
Apparel,46,2020-12-10T21:20:32.000Z
Uncategorized Items,44,2020-12-10T21:20:32.000Z
Drinkware,10,2020-12-10T21:27:54.000Z
Campus Collection,32,2020-12-10T22:03:56.000Z
Apparel,32,2020-12-10T22:03:56.000Z
Apparel,19,2020-12-10T22:03:56.000Z
Apparel,19,2020-12-10T22:03:56.000Z
New,7,2020-12-10T22:03:56.000Z
New,8,2020-12-10T22:03:56.000Z
Campus Collection,11,2020-12-10T22:03:56.000Z
Shop by Brand,14,2020-12-10T22:03:56.000Z
Campus Collection,11,2020-12-10T22:22:34.000Z
Google,6,2020-12-10T22:22:49.000Z
Google,6,2020-12-10T22:26:17.000Z
Google,6,2020-12-10T22:31:57.000Z
Uncategorized Items,4,2020-12-10T22:40:24.000Z
Shop by Brand,25,2020-12-10T22:40:40.000Z
Uncategorized Items,4,2020-12-10T22:43:55.000Z
Campus Collection,6,2020-12-10T22:50:42.000Z
Office,2,2020-12-10T22:50:42.000Z
Accessories,40,2020-12-10T22:50:42.000Z
Apparel,44,2020-12-10T22:50:42.000Z
Campus Collection,14,2020-12-10T22:50:42.000Z
Uncategorized Items,3,2020-12-10T22:50:42.000Z
Apparel,46,2020-12-10T22:50:42.000Z
Campus Collection,7,2020-12-10T22:50:42.000Z
Accessories,28,2020-12-10T23:02:33.000Z
Campus Collection,18,2020-12-10T23:03:19.000Z
Apparel,20,2020-12-10T23:13:26.000Z
